,Archivo,Tamano,Sweeping,Goloso Adicional,Cluster Adicional,Savings
146,instanciasAleatorias/instancia_220_6.vrp,220,32449443,27754200,36422613,293830646
147,instanciasAleatorias/instancia_220_7.vrp,220,31872885,26496956,39150600,403812258
148,instanciasAleatorias/instancia_220_8.vrp,220,31863287,33549732,30198077,383407025
149,instanciasAleatorias/instancia_220_9.vrp,220,32367158,27112815,36221407,330244357
150,instanciasAleatorias/instancia_230_0.vrp,230,36598019,37205479,41681152,352552667
151,instanciasAleatorias/instancia_230_1.vrp,230,39327439,29431520,43435095,420762727
152,instanciasAleatorias/instancia_230_2.vrp,230,36830469,36898131,42477611,457588586
153,instanciasAleatorias/instancia_230_3.vrp,230,36845780,29252504,41248562,410484842
154,instanciasAleatorias/instancia_230_4.vrp,230,37214610,37398735,41485347,543644177
155,instanciasAleatorias/instancia_230_5.vrp,230,36741061,37168597,43020452,518625220
156,instanciasAleatorias/instancia_230_6.vrp,230,29773873,29949793,42931001,373933784
157,instanciasAleatorias/instancia_230_7.vrp,230,36932364,37630448,41251918,452810052
158,instanciasAleatorias/instancia_230_8.vrp,230,36627742,36619039,42070748,399716977
159,instanciasAleatorias/instancia_230_9.vrp,230,37571356,29936944,40144813,322937804
160,instanciasAleatorias/instancia_240_0.vrp,240,31491741,41946670,48726023,452437245
161,instanciasAleatorias/instancia_240_1.vrp,240,42120662,32112499,45955841,473955865
162,instanciasAleatorias/instancia_240_2.vrp,240,41486681,63480139,46767631,505196128
163,instanciasAleatorias/instancia_240_3.vrp,240,41445337,42396188,45465445,401043341
164,instanciasAleatorias/instancia_240_4.vrp,240,40978364,32288230,47433237,415244224
165,instanciasAleatorias/instancia_240_5.vrp,240,41263326,42152930,46251314,505738409
166,instanciasAleatorias/instancia_240_6.vrp,240,32103833,42205063,47272409,379890760
167,instanciasAleatorias/instancia_240_7.vrp,240,42078883,32948261,49026664,437432081
168,instanciasAleatorias/instancia_240_8.vrp,240,41781801,36966343,55326264,419672819
169,instanciasAleatorias/instancia_240_9.vrp,240,43856720,35480175,47574530,497539973
170,instanciasAleatorias/instancia_250_0.vrp,250,46089516,46290625,52750765,515210396
171,instanciasAleatorias/instancia_250_1.vrp,250,57061204,40931693,55094754,557682918
172,instanciasAleatorias/instancia_250_2.vrp,250,47607083,35353663,53092271,579572700
173,instanciasAleatorias/instancia_250_3.vrp,250,34678951,47135169,53383750,530782763
174,instanciasAleatorias/instancia_250_4.vrp,250,45770937,36208128,57104311,520551087
175,instanciasAleatorias/instancia_250_5.vrp,250,46143627,35854544,52120851,550708286
176,instanciasAleatorias/instancia_250_6.vrp,250,34809427,35588282,53023622,533424656
177,instanciasAleatorias/instancia_250_7.vrp,250,45534076,47951447,52058803,550452226
178,instanciasAleatorias/instancia_250_8.vrp,250,45918001,35618406,55308814,505259611
179,instanciasAleatorias/instancia_250_9.vrp,250,46179715,46905776,54349120,562010702
180,instanciasAleatorias/instancia_260_0.vrp,260,56799442,60476858,67626541,694969314
181,instanciasAleatorias/instancia_260_1.vrp,260,56616931,58786838,62792900,628651799
182,instanciasAleatorias/instancia_260_2.vrp,260,57700536,58585959,66367366,620140614
183,instanciasAleatorias/instancia_260_3.vrp,260,57216460,67977590,70700020,606706136
184,instanciasAleatorias/instancia_260_4.vrp,260,58047851,54269141,67079671,604797227
185,instanciasAleatorias/instancia_260_5.vrp,260,58770050,41254206,62202996,599932823
186,instanciasAleatorias/instancia_260_6.vrp,260,58714624,61555978,74375004,618365110
187,instanciasAleatorias/instancia_260_7.vrp,260,56136186,58124192,67574554,526264777
188,instanciasAleatorias/instancia_260_8.vrp,260,55188601,58985138,63405444,611171503
189,instanciasAleatorias/instancia_260_9.vrp,260,57881761,59536189,76771098,594260830
190,instanciasAleatorias/instancia_270_0.vrp,270,63433418,43757269,69148905,728049139
191,instanciasAleatorias/instancia_270_1.vrp,270,64867206,64600848,71266882,707886951
192,instanciasAleatorias/instancia_270_2.vrp,270,62788868,61223228,70519924,714578814
193,instanciasAleatorias/instancia_270_3.vrp,270,63934109,65497774,67357410,734220191
194,instanciasAleatorias/instancia_270_4.vrp,270,63269925,64691473,68409359,704467772
195,instanciasAleatorias/instancia_270_5.vrp,270,62496058,75047453,68461990,705283217
196,instanciasAleatorias/instancia_270_6.vrp,270,62449916,63161361,63443914,646927866
197,instanciasAleatorias/instancia_270_7.vrp,270,63137875,63412558,69890841,683968564
198,instanciasAleatorias/instancia_270_8.vrp,270,63006074,64808424,71294161,570144609
199,instanciasAleatorias/instancia_270_9.vrp,270,62404955,69212793,68685704,712288824
200,instanciasAleatorias/instancia_280_0.vrp,280,69319245,71119510,74536851,799397853
201,instanciasAleatorias/instancia_280_1.vrp,280,66931705,71235974,74861099,724769747
202,instanciasAleatorias/instancia_280_2.vrp,280,70366477,80550160,75095404,796212114
203,instanciasAleatorias/instancia_280_3.vrp,280,69213155,71197375,64760833,805060767
204,instanciasAleatorias/instancia_280_4.vrp,280,70553253,71617889,85547437,683192690
205,instanciasAleatorias/instancia_280_5.vrp,280,70211304,72015331,72785324,570210326
206,instanciasAleatorias/instancia_280_6.vrp,280,69671989,67899297,74483254,778431131
207,instanciasAleatorias/instancia_280_7.vrp,280,45852640,71732746,74399817,752104090
208,instanciasAleatorias/instancia_280_8.vrp,280,68971031,71877117,74586260,595501835
209,instanciasAleatorias/instancia_280_9.vrp,280,68495997,71176599,90938026,631410905
210,instanciasAleatorias/instancia_290_0.vrp,290,77643855,50604558,86580298,841653983
211,instanciasAleatorias/instancia_290_1.vrp,290,73864465,80789136,87931255,778905630
212,instanciasAleatorias/instancia_290_2.vrp,290,75411280,78605176,84847103,881489160
213,instanciasAleatorias/instancia_290_3.vrp,290,72530572,77301278,89565776,883778543
214,instanciasAleatorias/instancia_290_4.vrp,290,75150482,75940672,85158891,794461095
215,instanciasAleatorias/instancia_290_5.vrp,290,74312406,77173488,80894396,788710902
216,instanciasAleatorias/instancia_290_6.vrp,290,77748456,79634979,85606438,847220412
217,instanciasAleatorias/instancia_290_7.vrp,290,78428350,79638881,87485907,880012532
218,instanciasAleatorias/instancia_290_8.vrp,290,76791045,78426653,78700686,830337591
219,instanciasAleatorias/instancia_290_9.vrp,290,77732556,77717572,80312950,897811323
220,instanciasAleatorias/instancia_300_0.vrp,300,84445014,87518340,96009606,762707815
221,instanciasAleatorias/instancia_300_1.vrp,300,82362548,84984437,80448785,873046525
222,instanciasAleatorias/instancia_300_2.vrp,300,85405187,86658509,96733979,931532138
223,instanciasAleatorias/instancia_300_3.vrp,300,80715109,86394869,91658243,967579322
224,instanciasAleatorias/instancia_300_4.vrp,300,85016569,86542899,89945950,953941989
225,instanciasAleatorias/instancia_300_5.vrp,300,83830909,88036660,92729702,812561720
226,instanciasAleatorias/instancia_300_6.vrp,300,82967231,85997283,94022971,942507941
227,instanciasAleatorias/instancia_300_7.vrp,300,79884444,86345010,93840591,742577216
228,instanciasAleatorias/instancia_300_8.vrp,300,85266227,87631666,95224945,938936017
229,instanciasAleatorias/instancia_300_9.vrp,300,85996572,87220682,94251309,849249500
230,instanciasAleatorias/instancia_30_0.vrp,30,559584,498979,560920,980603
231,instanciasAleatorias/instancia_30_1.vrp,30,547916,518792,581170,3665057
232,instanciasAleatorias/instancia_30_2.vrp,30,523004,484666,678876,1289890
233,instanciasAleatorias/instancia_30_3.vrp,30,553678,497585,589499,975305
234,instanciasAleatorias/instancia_30_4.vrp,30,548405,576335,576392,1107918
235,instanciasAleatorias/instancia_30_5.vrp,30,523755,496612,712346,1040544
236,instanciasAleatorias/instancia_30_6.vrp,30,534836,515616,603106,1156229
237,instanciasAleatorias/instancia_30_7.vrp,30,533027,498495,582413,1247123
238,instanciasAleatorias/instancia_30_8.vrp,30,521234,544722,560754,980570
239,instanciasAleatorias/instancia_30_9.vrp,30,534705,499782,651361,1322499
240,instanciasAleatorias/instancia_310_0.vrp,310,87038679,94437116,99405248,1096019434
241,instanciasAleatorias/instancia_310_1.vrp,310,93094991,64424255,101108450,806815022
242,instanciasAleatorias/instancia_310_2.vrp,310,89251006,67869949,93134498,1029149797
243,instanciasAleatorias/instancia_310_3.vrp,310,93615465,94151335,100362784,1009308457
244,instanciasAleatorias/instancia_310_4.vrp,310,90668532,58017995,100111505,835115116
245,instanciasAleatorias/instancia_310_5.vrp,310,91718504,57967754,104697227,1029264103
246,instanciasAleatorias/instancia_310_6.vrp,310,89143110,92465293,95478698,902927128
247,instanciasAleatorias/instancia_310_7.vrp,310,90924243,96709834,98233817,930547779
248,instanciasAleatorias/instancia_310_8.vrp,310,90945676,92977164,102975087,758326782
249,instanciasAleatorias/instancia_310_9.vrp,310,91435427,96757536,97486754,980180891
250,instanciasAleatorias/instancia_320_0.vrp,320,99467743,101612018,114994750,1079737044
251,instanciasAleatorias/instancia_320_1.vrp,320,98464220,101452523,108797106,1005966209
252,instanciasAleatorias/instancia_320_2.vrp,320,98864046,102824192,103984574,1195536730
253,instanciasAleatorias/instancia_320_3.vrp,320,100369959,61414473,107176525,1049935547
254,instanciasAleatorias/instancia_320_4.vrp,320,102427700,97359281,111373624,1108474346
255,instanciasAleatorias/instancia_320_5.vrp,320,100667482,115341225,101361138,1212499713
256,instanciasAleatorias/instancia_320_6.vrp,320,100898422,105256389,112337042,932747362
257,instanciasAleatorias/instancia_320_7.vrp,320,98766722,102002222,161008360,1101127271
258,instanciasAleatorias/instancia_320_8.vrp,320,98531176,106762405,122411901,1147881542
259,instanciasAleatorias/instancia_320_9.vrp,320,103481075,61984760,113342519,1050064008
260,instanciasAleatorias/instancia_330_0.vrp,330,116390778,111914656,132656146,903861235
261,instanciasAleatorias/instancia_330_1.vrp,330,109899929,112575785,130622302,1149516212
262,instanciasAleatorias/instancia_330_2.vrp,330,104291294,112398058,116095956,1194834081
263,instanciasAleatorias/instancia_330_3.vrp,330,110669859,111139557,134532109,1061351623
264,instanciasAleatorias/instancia_330_4.vrp,330,113853624,111883278,107232103,1230961587
265,instanciasAleatorias/instancia_330_5.vrp,330,105945604,67044979,95687750,1244913658
266,instanciasAleatorias/instancia_330_6.vrp,330,108242982,113587499,119486900,1157539270
267,instanciasAleatorias/instancia_330_7.vrp,330,107593418,112860880,122210385,1211815194
268,instanciasAleatorias/instancia_330_8.vrp,330,111512237,112806025,115356193,1280871718
269,instanciasAleatorias/instancia_330_9.vrp,330,111552360,118439423,140687386,977742657
270,instanciasAleatorias/instancia_340_0.vrp,340,119910706,71145429,139484583,1371222560
271,instanciasAleatorias/instancia_340_1.vrp,340,117720960,119642105,145726211,1422967182
272,instanciasAleatorias/instancia_340_2.vrp,340,118531792,122039895,135868047,1142561452
273,instanciasAleatorias/instancia_340_3.vrp,340,118324090,122235172,123322449,1369577889
274,instanciasAleatorias/instancia_340_4.vrp,340,130932642,124873919,113373699,1300575639
275,instanciasAleatorias/instancia_340_5.vrp,340,122575289,116719294,129741323,1330458407
276,instanciasAleatorias/instancia_340_6.vrp,340,116555033,145260758,118040015,1478360111
277,instanciasAleatorias/instancia_340_7.vrp,340,122571332,79206664,120750085,1343055263
278,instanciasAleatorias/instancia_340_8.vrp,340,122923877,141146871,121047547,1111111765
279,instanciasAleatorias/instancia_340_9.vrp,340,118952373,138676906,116228890,1390554917
280,instanciasAleatorias/instancia_350_0.vrp,350,132279921,165123026,131197332,1450291143
281,instanciasAleatorias/instancia_350_1.vrp,350,122516802,169102902,151005574,1466684721
282,instanciasAleatorias/instancia_350_2.vrp,350,125973242,90291802,136957664,1550595978
283,instanciasAleatorias/instancia_350_3.vrp,350,130458434,161416028,127282579,1465430192
284,instanciasAleatorias/instancia_350_4.vrp,350,122988536,89216583,132659541,1522999089
285,instanciasAleatorias/instancia_350_5.vrp,350,123167786,160806649,129631600,1483238367
286,instanciasAleatorias/instancia_350_6.vrp,350,162880909,149959367,145853154,1452121796
287,instanciasAleatorias/instancia_350_7.vrp,350,146446092,152987593,147284500,1503142747
288,instanciasAleatorias/instancia_350_8.vrp,350,149539551,151867381,145305531,1198424732
289,instanciasAleatorias/instancia_350_9.vrp,350,158918851,84676925,129024253,1473867983
290,instanciasAleatorias/instancia_360_0.vrp,360,170041353,156483445,143065431,1303212737
291,instanciasAleatorias/instancia_360_1.vrp,360,168898691,167574940,137650692,1502916845
292,instanciasAleatorias/instancia_360_2.vrp,360,175070685,152170936,139160162,1151643901
293,instanciasAleatorias/instancia_360_3.vrp,360,162934130,163562297,144784369,1329442191
294,instanciasAleatorias/instancia_360_4.vrp,360,161853123,161179941,146244455,1445015761
295,instanciasAleatorias/instancia_360_5.vrp,360,182568343,158998633,149679577,1465358624
296,instanciasAleatorias/instancia_360_6.vrp,360,148847782,171223397,143704745,1638596568
297,instanciasAleatorias/instancia_360_7.vrp,360,174737722,166808365,133572977,1599568972
298,instanciasAleatorias/instancia_360_8.vrp,360,152914257,217338997,133829231,1615367553
299,instanciasAleatorias/instancia_360_9.vrp,360,191047701,121158540,143784278,1657057006
300,instanciasAleatorias/instancia_370_0.vrp,370,159982351,232800815,152020725,1749443580
301,instanciasAleatorias/instancia_370_1.vrp,370,90404322,196616116,155051635,1733169588
302,instanciasAleatorias/instancia_370_2.vrp,370,158736447,162701710,143576978,1777708846
303,instanciasAleatorias/instancia_370_3.vrp,370,171255549,157698262,155700164,1694397318
304,instanciasAleatorias/instancia_370_4.vrp,370,161810456,160816555,155241539,1664041192
305,instanciasAleatorias/instancia_370_5.vrp,370,192546039,89409132,157311621,1803717893
306,instanciasAleatorias/instancia_370_6.vrp,370,171923612,195888579,143253831,1447204373
307,instanciasAleatorias/instancia_370_7.vrp,370,153604591,158172114,146286995,1391298639
308,instanciasAleatorias/instancia_370_8.vrp,370,167347627,190979158,152978386,1628329217
309,instanciasAleatorias/instancia_370_9.vrp,370,158562728,181119484,106100856,1721662991
310,instanciasAleatorias/instancia_380_0.vrp,380,256077106,175070262,161006096,1687285755
311,instanciasAleatorias/instancia_380_1.vrp,380,254915798,179247019,168091080,1393732512
312,instanciasAleatorias/instancia_380_2.vrp,380,194881344,205294501,162962352,1512990970
313,instanciasAleatorias/instancia_380_3.vrp,380,191883483,213338695,169405236,1444315692
314,instanciasAleatorias/instancia_380_4.vrp,380,252714097,186064346,178279877,1995299419
315,instanciasAleatorias/instancia_380_5.vrp,380,186768134,190724429,161308916,1468982462
316,instanciasAleatorias/instancia_380_6.vrp,380,160535491,197026786,176705437,1894018348
317,instanciasAleatorias/instancia_380_7.vrp,380,162575855,168845916,170984069,1869317019
318,instanciasAleatorias/instancia_380_8.vrp,380,161569808,193028888,155520095,1875835295
319,instanciasAleatorias/instancia_380_9.vrp,380,157602953,195143249,156946852,1812226931
320,instanciasAleatorias/instancia_390_0.vrp,390,172748158,113825894,177858608,2073515042
321,instanciasAleatorias/instancia_390_1.vrp,390,180771070,216394895,175546262,2135175571
